phase,phase_title,type,category,item,item_id,linked_item_id
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,操作パネル確認,表示されたエラーコードに基づき、マニュアルで指定されたリセット操作を行う,3_4,2_4,
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,操作パネル確認,誤った設定値を正しい基準値に修正する,3_5,2_5,
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,空圧系統確認,元圧を確認し、レギュレーターで規定の圧力に再設定する,3_6,2_6,
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,空圧系統確認,"エアーフィルターのドレンを排出し、ケース内を清掃する",3_7,2_7,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,給袋・開袋ユニット,"吸着パッドの真空圧力が規定値に達していない。真空エジェクタのフィルターが詰まっている",4_0,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,計量・充填ユニット,"ロードセルストッパーの隙間が不適正、または周辺に配線などが干渉している",4_1,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,ミシンユニット,"針とルーパーの隙間（クリアランス）やタイミングがズレている。部品が摩耗している",4_2,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,ヒートシーラーユニット,"テスター測定でヒーターが断線している、または絶縁不良を起こしている",4_3,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,ヒートシーラーユニット,"温度センサー（熱電対）の取付不良、または断線している",4_4,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,駆動・伝達系統,"タイミングベルトやチェーンの張り（テンション）が緩んでいる、または張りすぎている",4_5,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,駆動・伝達系統,"モーターや減速機に過熱や異音が発生している",4_6,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,電気・制御系統,"PLCモニタで特定のセンサーや電磁弁の信号が入出力されていない",4_7,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,電気・制御系統,"インバーターや制御盤内のリレー、接触器に異常が見られる",4_8,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,給袋・開袋ユニット,"真空ポンプ/エジェクタを点検・調整する。フィルターを清掃または交換する",5_0,4_0,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,計量・充填ユニット,"ストッパーの隙間を規定値に調整し、干渉物を除去後、キャリブレーション（ゼロ点・スパン調整）を行う",5_1,4_1,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,ミシンユニット,"針、ルーパー、押さえ金、送り歯の各クリアランスとタイミングを規定値に再調整する。摩耗部品を交換する",5_2,4_2,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,ヒートシーラーユニット,"断線したヒーターを交換し、絶縁不良箇所を修理する",5_3,4_3,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,ヒートシーラーユニット,"故障した温度センサーを交換し、正しく設置する。配線の緩みを締め直す",5_4,4_4,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,駆動・伝達系統,"ベルトやチェーンのテンションを規定の張力に再調整する",5_5,4_5,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,駆動・伝達系統,"異音・過熱の原因（潤滑不足、ベアリング摩耗等）を特定し、給油または部品交換を行う",5_6,4_6,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,電気・制御系統,"故障したセンサー、電磁弁を特定し交換する",5_7,4_7,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,電気・制御系統,"インバーターや制御盤内のリレー、接触器を交換し、必要に応じてパラメータを再設定する",5_8,4_8,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,"交換した部品や使用した工具類が、機械内部や周辺に残置されていないか最終確認する",6_0,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,"調整・交換した箇所のボルトやネジが、確実に締め付けられているか確認する",6_1,
6,"Phase 4: 再起動前準備",checklist_with_status,安全確認,"全ての安全カバーや扉が、正しく取り付けられ、インターロックスイッチが正常に機能することを確認する",6_2,
6,"Phase 4: 再起動前準備",checklist_with_status,安全確認,"周囲に他の作業者がいないことを確認し、再起動することを声に出して明確に周知する",6_3,
6,"Phase 4: 再起動前準備",checklist_with_status,電源投入,"主電源ブレーカーおよび操作パネルの電源を「ON」にする",6_4,
6,"Phase 4: 再起動前準備",checklist_with_status,初期化・リセット,"操作パネルでエラー履歴をリセットし、機械の「原点復帰」操作を行う",6_5,
6,"Phase 4: 再起動前準備",checklist_with_status,状態記録,"対応内容（交換部品、調整箇所、調整値など）を設備台帳や作業日報に記録する",6_6,
7,"Phase 5: 試運転・正規運転",checklist_with_status,寸動・手動運転,"手動モードで各ユニットを個別に最低速度で動かし、干渉や異音、異常な動作がないか確認する",7_0,
7,"Phase 5: 試運転・正規運転",checklist_with_status,空袋での試運転,"空の紙袋を数サイクル流し、供給から搬送、袋口処理まで一連の動作タイミングがスムーズか確認する",7_1,
7,"Phase 5: 試運転・正規運転",checklist_with_status,実充填での試運転,"実際に原料を投入し、低速で運転を開始する。異常があれば即時停止する",7_2,
7,"Phase 5: 試運転・正規運転",checklist_with_status,品質確認（初期）,"最初の5～10袋の充填重量を個別に測定し、規定重量の範囲内で安定しているか確認する",7_3,
7,"Phase 5: 試運転・正規運転",checklist_with_status,品質確認（初期）,"【ミシン】 縫い目のピッチ、強度、見た目を確認。目飛びや糸切れがないか入念にチェックする",7_4,
7,"Phase 5: 試運転・正規運転",checklist_with_status,品質確認（初期）,"【ヒートシール】 シール部分を実際に手で剥がし、均一な強度で接着されているか（破断テスト）、見た目に異常がないか確認する",7_5,
7,"Phase 5: 試運転・正規運転",checklist_with_status,段階的な速度上昇,"品質に問題がなければ、生産速度を段階的に（例：50%→80%→100%）上げ、各段階で異音や振動、品質に変化がないか監視する",7_6,
7,"Phase 5: 試運転・正規運転",checklist_with_status,正規運転・監視,"正規運転開始後も、定期的に（例：30分～1時間に1回）製品を抜き取り、充填重量、縫い目、シール状態を確認し、記録する",7_7,
