phase,phase_title,type,category,item,item_id,linked_item_id
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,画面表示確認,どのグラフィック画面で、どのタグ（測定点、制御点）に表示異常があるか,2_2,
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,画面表示確認,"正常に表示・更新されている画面やタグはあるか（異常範囲の特定）",2_3,
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,操作状況確認,"異常発生の直前に、どのような操作（設定値変更、モード切替、ロジック変更等）を行ったか",2_4,
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,操作状況確認,定期的なバッチ処理やシーケンス制御の切り替わりのタイミングではなかったか,2_5,
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,現場状況確認,現場計器の指示値とDCS画面上の値に差異はないか,2_6,
2,"Phase 2-1: 故障原因調査（使用部門）",checklist_with_status,現場状況確認,"制御バルブやポンプは、DCSからの出力信号（開度指示等）通りに動作しているか",2_7,
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,アラーム・イベント確認,"発生したアラーム、イベント、時刻を時系列で正確に記録し、メンテナンス部門へ報告する",3_0,2_0
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,アラーム・イベント確認,関連するアラーム画面やイベントリストのスクリーンショットを保存する,3_1,2_1
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,画面表示確認,異常が発生している画面名、タグ名を正確にリストアップして報告する,3_2,2_2
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,画面表示確認,異常範囲と正常範囲の境界を明確にし、原因切り分けの情報を提供する,3_3,2_3
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,操作状況確認,"直前に行った操作内容、操作者、時刻を具体的に報告する",3_4,2_4
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,操作状況確認,関連する操作マニュアルや手順書を提示し、操作に誤りがなかったか再確認する,3_5,2_5
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,現場状況確認,現場計器の値とDCS画面の値の差異を写真等で記録し報告する,3_6,2_6
3,"Phase 3-1: 対策実施（使用部門）",checklist_with_status,現場状況確認,"現場機器の動作状況（異音、振動、漏れ等）も併せて報告する",3_7,2_7
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,システムメッセージ・ログ解析,DCSのシステムログ、エラーログに記録されているエラーコードやメッセージは何か,4_0,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,システムメッセージ・ログ解析,サーバーやOPSのイベントビューア（OSログ）に異常な記録はないか,4_1,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,コントローラー(FCS)診断,"CPU、メモリ、電源モジュールのステータスLED（RUN, ERR, BATT等）は正常か",4_2,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,コントローラー(FCS)診断,"オンライン診断ツールで、コントローラーのCPU負荷率、メモリ使用率、スキャンタイムは正常範囲か",4_3,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,異常が発生しているタグが接続されているI/OモジュールのステータスLEDは正常か,4_4,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,"I/Oモジュールの端子台で、現場からの信号（電圧、電流）が正常に来ているか（テスター等で測定）",4_5,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,"信号線の断線、短絡、端子の緩みはないか。ヒューズが切れていないか",4_6,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"制御ネットワークスイッチ、光メディアコンバータの電源・リンク/アクティビティLEDは正常か",4_7,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"ネットワーク管理ツールで、通信エラー（CRCエラー、コリジョン等）が多発していないか",4_8,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"LANケーブルのコネクタの抜け、ケーブルの損傷（踏みつけ、屈曲）はないか",4_9,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,サーバー・OPS診断,"サーバー、OPSのCPU使用率、メモリ使用量、ディスク空き容量は正常か",4_10,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,サーバー・OPS診断,DCS関連のソフトウェアプロセス（サービス）が正常に動作しているか,4_11,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,電源系統確認,"各ユニット（コントローラー、I/O、サーバー等）への供給電圧は正常か",4_12,
4,"Phase 2-2: 故障原因調査（メンテナンス部門）",checklist_with_status,電源系統確認,"UPS（無停電電源装置）がバッテリー運転になっていないか、エラー表示はないか",4_13,
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,システムメッセージ・ログ解析,"エラーコードやメッセージに基づき、メーカーの技術マニュアルを参照し、指定された復旧手順を実施する",5_0,4_0
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,システムメッセージ・ログ解析,OSのログに基づき、不要なサービスの停止やセキュリティパッチの適用を検討する,5_1,4_1
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,コントローラー(FCS)診断,（プラントへの影響を最小限にする手順を確認後）故障したモジュールを予備品と交換する,5_2,4_2
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,コントローラー(FCS)診断,（最終手段として、プラントの完全停止後）コントローラーの再起動またはリセットを行う,5_3,4_3
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,故障したI/Oモジュールを予備品と交換し、設定をダウンロードする,5_4,4_4
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,現場計器・操作端の電源や健全性を確認し、信号系統の問題を解決する,5_5,4_5
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,I/Oモジュール診断,"断線箇所を補修し、端子を増し締めする。切れたヒューズを定格品と交換する",5_6,4_6
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"故障したネットワーク機器（スイッチ、ハブ等）を予備品と交換し、設定をリストアする",5_7,4_7
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"通信負荷が高い場合は、不要な通信を停止するか、ネットワークセグメントの分割を検討する",5_8,4_8
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,制御ネットワーク診断,"損傷したLANケーブルを交換し、コネクタを確実に再接続する",5_9,4_9
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,サーバー・OPS診断,サーバーまたはOPSを再起動する（関連システムへの影響を事前通知）,5_10,4_10
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,サーバー・OPS診断,停止しているDCS関連サービスを再起動し、正常に動作することを確認する,5_11,4_11
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,電源系統確認,故障した電源ユニットを予備品と交換する,5_12,4_12
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,電源系統確認,"UPS（無停電電源装置）がバッテリー運転になっていないか、エラー表示はないか",5_13,4_13,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧・安全確認,"交換したハードウェア、修正したソフトウェア、変更したパラメータ等の作業内容を記録・確認した",6_0,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧・安全確認,"関連するプラント機器が安全な状態（手動モード、待機状態など）にあることを現場で確認した",6_1,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,"作業エリアの工具、資材等を撤去し、キャビネットの扉等が確実に閉められていることを確認した",6_2,
6,"Phase 4: 再起動前準備",checklist_with_status,データバックアップ,システム再起動の直前に、最新の制御ロジック、設定パラメータ、システムコンフィグレーションのバックアップを取得した,6_3,
6,"Phase 4: 再起動前準備",checklist_with_status,系統構成・電源投入,"関連機器の電源を、メーカー指定の順序（例：ネットワーク機器→サーバー→コントローラー→OPS）で投入した",6_4,
6,"Phase 4: 再起動前準備",checklist_with_status,系統構成・電源投入,各機器の起動プロセスで、ハードウェアの初期診断エラーが発生しないことを確認した,6_5,
6,"Phase 4: 再起動前準備",checklist_with_status,システム起動・同期確認,"OS、DCSシステムソフトウェアが正常に起動し、ログイン可能であることを確認した",6_6,
6,"Phase 4: 再起動前準備",checklist_with_status,システム起動・同期確認,コントローラー、サーバー、OPS間の通信が確立され、システム時刻が同期していることを確認した,6_7,
6,"Phase 4: 再起動前準備",checklist_with_status,最終確認,オペレーターとメンテナンス担当者で、復旧内容と試運転計画を共有し、異常時の連絡体制を再確認した,6_8,
7,"Phase 5: 試運転・正規運転",checklist_with_status,システム健全性確認,"起動後のシステム自己診断でエラーがないか、全ユニットのステータスが正常（緑点灯）であることを確認した",7_0,
7,"Phase 5: 試運転・正規運転",checklist_with_status,システム健全性確認,アラームサマリーに不要なシステムアラームが表示されていないことを確認した,7_1,
7,"Phase 5: 試運転・正規運転",checklist_with_status,データ・表示確認,OPSのグラフィック画面で、全タグのプロセス値が正常に更新されていることを確認した,7_2,
7,"Phase 5: 試運転・正規運転",checklist_with_status,データ・表示確認,過去のトレンドデータ（ヒストリカルデータ）が欠損なく正常に表示されることを確認した,7_3,
7,"Phase 5: 試運転・正規運転",checklist_with_status,手動操作確認,主要な制御ループをMANモードにし、OPSから出力値（MV）を操作して現場機器が正しく応答することを確認した,7_4,
7,"Phase 5: 試運転・正規運転",checklist_with_status,手動操作確認,ポンプの起動/停止、バルブの開/閉といったデジタル出力の動作を確認した,7_5,
7,"Phase 5: 試運転・正規運転",checklist_with_status,自動制御・シーケンス確認,"プラントへの影響が少ないループから順にAUTOモードに切り替え、制御が安定することを確認した（ハンチング、オフセットの有無）",7_6,
7,"Phase 5: 試運転・正規運転",checklist_with_status,自動制御・シーケンス確認,シーケンス制御やバッチ処理がある場合、ステップが正常に遷移することを確認した,7_7,
7,"Phase 5: 試運転・正規運転",checklist_with_status,インターロック確認,（可能であればシミュレーション機能や安全な範囲で）主要なインターロックが設定通りに機能することを確認した,7_8,
7,"Phase 5: 試運転・正規運転",checklist_with_status,正規運転への移行,全ての確認項目で異常がないことを確認し、オペレーターへ運転の引き継ぎを行う,7_9,
7,"Phase 5: 試運転・正規運転",checklist_with_status,正規運転への移行,"正規運転開始後、一定時間は重点的にシステムの状態（CPU負荷、通信状況等）とプロセスを監視し、安定稼働を確認する",7_10,
7,"Phase 5: 試運転・正規運転",checklist_with_status,記録・報告,一連のトラブル対応（発生、原因、対策、結果）を作業完了報告書としてまとめ、関係者へ報告する,7_11,
