phase,phase_title,type,category,item,item_id,linked_item_id
5,"Phase 3-2: 対策実施（メンテナンス部門）",checklist_with_status,配管・システム,吸込配管径の見直しや、運転条件の変更を検討・実施する。,5_8,4_8
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,交換した部品や修理箇所が、メーカーの仕様通りに正しく組付けられていることを確認する。,6_0,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,ポンプ内部および吸込配管が、完全に液体で満たされていること（プライミング）を確認する。,6_1,
6,"Phase 4: 再起動前準備",checklist_with_status,復旧確認,工具、部品、ウエスなどがポンプ本体や周辺に放置されていないことを確認する。,6_2,
6,"Phase 4: 再起動前準備",checklist_with_status,安全確認,各部のボルトやフランジが、規定トルクで締め付けられていることを確認する。,6_3,
6,"Phase 4: 再起動前準備",checklist_with_status,安全確認,関係者全員の安全を確認後、ロックアウト/タグアウトを正規の手順で解除する。,6_4,
6,"Phase 4: 再起動前準備",checklist_with_status,電源投入,制御盤の主電源を投入し、エラー表示などが出ていないことを確認する。,6_5,
6,"Phase 4: 再起動前準備",checklist_with_status,状態記録,故障内容、原因、対策、交換部品などを設備台帳や作業報告書に正確に記録する。,6_6,
7,"Phase 5: 試運転・正規運転",checklist_with_status,寸動運転,モーターを瞬間的に回転させ、回転方向が正しいこと、および引っ掛かりや接触音がないことを確認する。,7_0,
7,"Phase 5: 試運転・正規運転",checklist_with_status,無負荷運転,吐出側バルブを少し開けた状態で運転を開始し、再度エア抜きを行い、運転音が正常であることを確認する。,7_1,
7,"Phase 5: 試運転・正規運転",checklist_with_status,段階的な速度上昇,吐出側バルブを徐々に開き、正規の流量・圧力まで負荷をかけていく過程で、振動や騒音に異常がないことを確認する。,7_2,
7,"Phase 5: 試運転・正規運転",checklist_with_status,性能指標確認,正規の運転状態で、吐出圧力、流量、モーター電流値が規定値で安定していることを測定・確認する。,7_3,
7,"Phase 5: 試運転・正規運転",checklist_with_status,性能指標確認,ポンプ本体モーター部の表面温度に異常な上昇がないことを測定・確認する。,7_4,
7,"Phase 5: 試運転・正規運転",checklist_with_status,正規運転・監視,正規運転移行後、TRGモニタ（装備されている場合）の指示値が安定していることを確認する。,7_5,
7,"Phase 5: 試運転・正規運転",checklist_with_status,正規運転・監視,運転開始後の一定時間（例：30分間）は重点的に監視し、異常の再発がないことを確認する。,7_6,
